feedback_id,user_id,property_id,inspection_date,feedback_date,liking_text,disliking_text,property_condition_rating,agent_interaction_rating,overall_experience_rating
F8233,U011,P005,2024-08-09 16:31:48.288790,2024-08-15 16:31:48.288790,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,4,1,4
F5745,U001,P010,2024-08-10 16:31:48.288790,2024-08-12 16:31:48.288790,"It's close to my workplace, which is very convenient.",The neighborhood does not seem safe.,3,1,3
F9698,U014,P015,2024-07-30 16:31:48.288790,2024-08-01 16:31:48.288790,The community around the property is very friendly.,The neighborhood does not seem safe.,1,4,3
F5773,U007,P012,2024-08-13 16:31:48.288790,2024-08-17 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,3,5,5
F6542,U016,P020,2024-07-19 16:31:48.288790,2024-07-24 16:31:48.288790,"It's close to my workplace, which is very convenient.",The backyard is too small.,5,4,4
F9388,U019,P004,2024-07-18 16:31:48.288790,2024-07-21 16:31:48.288790,I appreciate the energy-efficient features of this property.,I don't like the layout of the property.,4,1,3
F3631,U014,P018,2024-08-10 16:31:48.288790,2024-08-17 16:31:48.288790,The views from the balcony are amazing.,The backyard is too small.,3,1,5
F6012,U008,P007,2024-07-26 16:31:48.288790,2024-07-30 16:31:48.288790,The views from the balcony are amazing.,I don't like the layout of the property.,3,1,1
F3059,U007,P003,2024-07-28 16:31:48.288790,2024-08-01 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The area is too noisy.,1,1,5
F5504,U020,P018,2024-08-04 16:31:48.288790,2024-08-05 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,I don't like the layout of the property.,1,1,4
F1664,U010,P006,2024-07-28 16:31:48.288790,2024-08-02 16:31:48.288790,"It's close to my workplace, which is very convenient.",It lacks modern features and feels outdated.,2,2,2
F1701,U012,P009,2024-08-05 16:31:48.288790,2024-08-09 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property is too expensive for my budget.,2,2,3
F5752,U015,P013,2024-08-09 16:31:48.288790,2024-08-11 16:31:48.288790,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,2,1
F1414,U017,P013,2024-07-17 16:31:48.288790,2024-07-19 16:31:48.288790,The views from the balcony are amazing.,The property is too expensive for my budget.,5,4,3
F3570,U008,P012,2024-08-05 16:31:48.288790,2024-08-06 16:31:48.288790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,3,5,2
F4524,U003,P001,2024-08-11 16:31:48.288790,2024-08-18 16:31:48.288790,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,3,4,3
F1886,U014,P013,2024-08-02 16:31:48.288790,2024-08-09 16:31:48.288790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,5,4,5
F2113,U002,P005,2024-07-28 16:31:48.288790,2024-07-31 16:31:48.288790,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",4,1,2
F8800,U019,P012,2024-08-01 16:31:48.288790,2024-08-06 16:31:48.288790,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,4,1,1
F4879,U010,P014,2024-08-08 16:31:48.288790,2024-08-13 16:31:48.288790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,1,3,5
F9783,U015,P020,2024-07-21 16:31:48.288790,2024-07-21 16:31:48.288790,"It's close to my workplace, which is very convenient.",The backyard is too small.,1,2,5
F5766,U018,P015,2024-07-19 16:31:48.288790,2024-07-22 16:31:48.288790,The community around the property is very friendly.,The area is too noisy.,3,1,1
F6285,U003,P006,2024-07-17 16:31:48.288790,2024-07-18 16:31:48.288790,The layout of the house is very practical.,The backyard is too small.,4,1,2
F1775,U014,P015,2024-07-26 16:31:48.288790,2024-07-27 16:31:48.288790,The layout of the house is very practical.,The property requires too many repairs.,3,5,5
F3414,U012,P012,2024-07-22 16:31:48.288790,2024-07-28 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The area is too noisy.,4,2,1
F5445,U017,P011,2024-08-07 16:31:48.288790,2024-08-11 16:31:48.288790,I loved the spacious living area and the modern kitchen.,The backyard is too small.,4,4,1
F8339,U019,P001,2024-08-02 16:31:48.288790,2024-08-07 16:31:48.288790,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,5,3,2
F8203,U007,P017,2024-07-28 16:31:48.288790,2024-07-29 16:31:48.288790,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,5,4,2
F3747,U013,P009,2024-07-31 16:31:48.288790,2024-07-31 16:31:48.288790,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,1,4,5
F1753,U011,P009,2024-07-23 16:31:48.288790,2024-07-24 16:31:48.288790,The community around the property is very friendly.,It’s too far from public transport and schools.,3,3,1
F3755,U004,P009,2024-08-02 16:31:48.288790,2024-08-02 16:31:48.288790,The views from the balcony are amazing.,The rooms are smaller than I expected.,2,3,4
F3429,U007,P006,2024-07-28 16:31:48.288790,2024-07-31 16:31:48.288790,The views from the balcony are amazing.,The rooms are smaller than I expected.,2,5,5
F2235,U018,P014,2024-07-18 16:31:48.288790,2024-07-25 16:31:48.288790,This property feels like a place I could call home.,It’s too far from public transport and schools.,2,5,5
F5813,U004,P019,2024-08-04 16:31:48.288790,2024-08-07 16:31:48.288790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,4,2,3
F9404,U003,P013,2024-08-03 16:31:48.288790,2024-08-09 16:31:48.288790,I loved the spacious living area and the modern kitchen.,The rooms are smaller than I expected.,2,1,5
F3249,U007,P011,2024-08-06 16:31:48.288790,2024-08-09 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",2,3,5
F6209,U018,P013,2024-08-12 16:31:48.288790,2024-08-12 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,2,5,2
F5743,U003,P005,2024-07-24 16:31:48.288790,2024-07-30 16:31:48.288790,This property feels like a place I could call home.,The property is too expensive for my budget.,4,2,4
F6918,U011,P010,2024-07-25 16:31:48.288790,2024-07-26 16:31:48.288790,The layout of the house is very practical.,There are too few parking spaces available.,4,3,5
F1219,U017,P006,2024-08-09 16:31:48.288790,2024-08-12 16:31:48.288790,The views from the balcony are amazing.,The neighborhood does not seem safe.,4,2,1
F4265,U004,P001,2024-07-29 16:31:48.288790,2024-08-05 16:31:48.288790,The views from the balcony are amazing.,I don't like the layout of the property.,4,5,4
F5869,U016,P013,2024-08-04 16:31:48.288790,2024-08-09 16:31:48.288790,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,5,5,4
F4303,U020,P015,2024-07-29 16:31:48.288790,2024-08-02 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,2,2,1
F4943,U006,P010,2024-08-04 16:31:48.288790,2024-08-05 16:31:48.288790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,3,3,1
F3612,U019,P002,2024-08-02 16:31:48.288790,2024-08-04 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,5,3,5
F1904,U009,P012,2024-07-30 16:31:48.288790,2024-08-06 16:31:48.288790,The community around the property is very friendly.,It’s too far from public transport and schools.,4,1,3
F2232,U018,P004,2024-08-06 16:31:48.288790,2024-08-12 16:31:48.288790,The views from the balcony are amazing.,It lacks modern features and feels outdated.,3,5,4
F5679,U001,P012,2024-07-30 16:31:48.288790,2024-08-05 16:31:48.288790,The views from the balcony are amazing.,It lacks modern features and feels outdated.,4,5,4
F1485,U019,P018,2024-07-25 16:31:48.288790,2024-07-25 16:31:48.288790,"It's close to my workplace, which is very convenient.",The area is too noisy.,2,5,1
F7907,U011,P005,2024-07-19 16:31:48.288790,2024-07-23 16:31:48.288790,The community around the property is very friendly.,The neighborhood does not seem safe.,2,2,1
F6472,U003,P013,2024-08-13 16:31:48.288790,2024-08-19 16:31:48.288790,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,5,1,3
F9843,U014,P020,2024-08-11 16:31:48.288790,2024-08-12 16:31:48.288790,I loved the spacious living area and the modern kitchen.,It lacks modern features and feels outdated.,5,3,5
F2102,U013,P010,2024-08-13 16:31:48.288790,2024-08-19 16:31:48.288790,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,5,3,2
F3594,U010,P008,2024-07-31 16:31:48.288790,2024-08-01 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The area is too noisy.,3,3,5
F2078,U012,P009,2024-07-30 16:31:48.288790,2024-08-03 16:31:48.288790,"It's close to my workplace, which is very convenient.",The area is too noisy.,3,3,3
F5923,U006,P002,2024-07-17 16:31:48.288790,2024-07-23 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,It lacks modern features and feels outdated.,2,3,2
F7315,U002,P005,2024-08-12 16:31:48.288790,2024-08-14 16:31:48.288790,The community around the property is very friendly.,There are too few parking spaces available.,3,2,4
F4811,U009,P002,2024-07-31 16:31:48.288790,2024-08-05 16:31:48.288790,"It's close to my workplace, which is very convenient.",The property is too expensive for my budget.,2,1,3
F9416,U017,P004,2024-07-18 16:31:48.288790,2024-07-18 16:31:48.288790,This property feels like a place I could call home.,The area is too noisy.,1,3,4
F4407,U019,P014,2024-08-10 16:31:48.288790,2024-08-12 16:31:48.288790,The community around the property is very friendly.,It lacks modern features and feels outdated.,4,4,4
F2050,U011,P016,2024-08-10 16:31:48.288790,2024-08-15 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,There are too few parking spaces available.,2,2,4
F2742,U016,P012,2024-08-08 16:31:48.288790,2024-08-08 16:31:48.288790,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,5,3,4
F3321,U016,P008,2024-07-15 16:31:48.288790,2024-07-21 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,1,3,2
F3921,U019,P014,2024-07-17 16:31:48.288790,2024-07-22 16:31:48.288790,"It's close to my workplace, which is very convenient.","The location is not ideal, too far from the city center.",3,5,5
F3948,U018,P012,2024-08-09 16:31:48.288790,2024-08-11 16:31:48.288790,The views from the balcony are amazing.,The property is too expensive for my budget.,3,3,3
F8481,U010,P007,2024-07-21 16:31:48.288790,2024-07-28 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I don't like the layout of the property.,2,5,3
F7091,U016,P012,2024-08-07 16:31:48.288790,2024-08-13 16:31:48.288790,This property feels like a place I could call home.,The property is too expensive for my budget.,5,4,1
F3102,U009,P014,2024-07-25 16:31:48.288790,2024-07-30 16:31:48.288790,I appreciate the energy-efficient features of this property.,The area is too noisy.,2,3,2
F3211,U017,P019,2024-08-13 16:31:48.288790,2024-08-18 16:31:48.288790,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,2,1,3
F7684,U005,P011,2024-07-18 16:31:48.288790,2024-07-23 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,It’s too far from public transport and schools.,3,3,5
F8360,U016,P014,2024-07-16 16:31:48.288790,2024-07-19 16:31:48.288790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,3,3,4
F1897,U016,P019,2024-08-06 16:31:48.288790,2024-08-09 16:31:48.288790,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,2,3,3
F7522,U002,P011,2024-08-06 16:31:48.288790,2024-08-13 16:31:48.288790,The community around the property is very friendly.,I’m not a fan of the interior design.,5,3,3
F2598,U002,P002,2024-07-30 16:31:48.288790,2024-07-31 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,2,2,5
F5388,U003,P010,2024-07-21 16:31:48.288790,2024-07-23 16:31:48.288790,"It's close to my workplace, which is very convenient.",I don't like the layout of the property.,4,3,3
F7710,U018,P012,2024-07-17 16:31:48.288790,2024-07-19 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,2,5,3
F7841,U015,P009,2024-07-30 16:31:48.288790,2024-08-01 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,1,4,1
F6156,U008,P007,2024-07-15 16:31:48.288790,2024-07-15 16:31:48.288790,"It's close to my workplace, which is very convenient.",There are too few parking spaces available.,3,4,4
F8977,U014,P002,2024-07-15 16:31:48.288790,2024-07-17 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The rooms are smaller than I expected.,3,5,3
F3759,U013,P012,2024-07-20 16:31:48.288790,2024-07-26 16:31:48.288790,The house has a lot of potential for renovation and investment.,The rooms are smaller than I expected.,2,2,5
F8187,U013,P005,2024-07-17 16:31:48.288790,2024-07-19 16:31:48.288790,The views from the balcony are amazing.,The neighborhood does not seem safe.,4,4,1
F7062,U002,P012,2024-07-23 16:31:48.288790,2024-07-23 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,5,4,5
F1243,U003,P010,2024-07-17 16:31:48.288790,2024-07-21 16:31:48.288790,"It's close to my workplace, which is very convenient.","The location is not ideal, too far from the city center.",4,5,2
F9304,U005,P011,2024-08-09 16:31:48.288790,2024-08-11 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,There are too few parking spaces available.,4,4,3
F2627,U001,P017,2024-08-06 16:31:48.288790,2024-08-06 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The neighborhood does not seem safe.,5,3,4
F5728,U003,P013,2024-07-17 16:31:48.288790,2024-07-17 16:31:48.288790,I loved the spacious living area and the modern kitchen.,I don't like the layout of the property.,1,1,1
F1364,U002,P010,2024-07-20 16:31:48.288790,2024-07-21 16:31:48.288790,The layout of the house is very practical.,The neighborhood does not seem safe.,3,1,3
F7314,U011,P002,2024-08-11 16:31:48.288790,2024-08-13 16:31:48.288790,The house has a lot of potential for renovation and investment.,The backyard is too small.,5,3,3
F6850,U018,P020,2024-07-16 16:31:48.288790,2024-07-18 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,3,2,2
F2184,U006,P015,2024-07-27 16:31:48.288790,2024-07-31 16:31:48.288790,The views from the balcony are amazing.,I’m not a fan of the interior design.,5,2,4
F4954,U002,P019,2024-07-22 16:31:48.288790,2024-07-25 16:31:48.288790,The price is very reasonable for the size of the property.,There are too few parking spaces available.,1,2,5
F8317,U004,P012,2024-07-21 16:31:48.288790,2024-07-23 16:31:48.288790,This property feels like a place I could call home.,I don't like the layout of the property.,2,2,5
F1698,U011,P010,2024-08-10 16:31:48.288790,2024-08-17 16:31:48.288790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,3,3,4
F4285,U020,P016,2024-07-18 16:31:48.288790,2024-07-20 16:31:48.288790,The views from the balcony are amazing.,"The location is not ideal, too far from the city center.",5,1,4
F5804,U019,P017,2024-07-28 16:31:48.288790,2024-07-31 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The backyard is too small.,4,3,2
F6692,U016,P011,2024-08-02 16:31:48.288790,2024-08-08 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The backyard is too small.,2,1,1
F8858,U005,P001,2024-07-17 16:31:48.288790,2024-07-22 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",3,5,2
F8911,U020,P014,2024-08-07 16:31:48.288790,2024-08-08 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I don't like the layout of the property.,5,4,1
F8766,U016,P001,2024-07-26 16:31:48.288790,2024-07-29 16:31:48.288790,The price is very reasonable for the size of the property.,"The location is not ideal, too far from the city center.",4,1,5
F5701,U012,P005,2024-08-12 16:31:48.288790,2024-08-12 16:31:48.288790,This property feels like a place I could call home.,The rooms are smaller than I expected.,4,2,3
F5095,U001,P001,2024-07-16 16:31:48.288790,2024-07-22 16:31:48.288790,This property feels like a place I could call home.,It’s too far from public transport and schools.,2,4,5
F2247,U008,P006,2024-08-10 16:31:48.288790,2024-08-10 16:31:48.288790,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,1,3,2
F7550,U014,P019,2024-08-04 16:31:48.288790,2024-08-08 16:31:48.288790,The community around the property is very friendly.,The backyard is too small.,1,5,1
F8430,U010,P019,2024-08-11 16:31:48.288790,2024-08-17 16:31:48.288790,I appreciate the energy-efficient features of this property.,"The location is not ideal, too far from the city center.",5,2,3
F1717,U006,P020,2024-08-04 16:31:48.288790,2024-08-08 16:31:48.288790,The layout of the house is very practical.,The rooms are smaller than I expected.,1,4,5
F1193,U014,P020,2024-08-09 16:31:48.288790,2024-08-15 16:31:48.288790,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,1,2,5
F2844,U001,P007,2024-08-01 16:31:48.288790,2024-08-04 16:31:48.288790,The views from the balcony are amazing.,The rooms are smaller than I expected.,5,1,3
F9647,U012,P014,2024-07-30 16:31:48.288790,2024-08-03 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,4,1,5
F4385,U007,P012,2024-08-01 16:31:48.288790,2024-08-07 16:31:48.288790,I loved the spacious living area and the modern kitchen.,The property is too expensive for my budget.,3,2,4
F6236,U019,P001,2024-08-11 16:31:48.288790,2024-08-17 16:31:48.288790,The views from the balcony are amazing.,The backyard is too small.,3,3,5
F7897,U012,P015,2024-08-05 16:31:48.288790,2024-08-08 16:31:48.288790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,1,2,1
F6170,U015,P012,2024-07-18 16:31:48.288790,2024-07-24 16:31:48.288790,"The property is in a great location, close to public transport and schools.",It’s too far from public transport and schools.,2,5,1
F8151,U019,P006,2024-07-30 16:31:48.288790,2024-08-06 16:31:48.288790,The community around the property is very friendly.,The rooms are smaller than I expected.,2,3,4
F2350,U004,P003,2024-07-30 16:31:48.288790,2024-08-02 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,2,2,3
F2730,U011,P008,2024-07-22 16:31:48.288790,2024-07-22 16:31:48.288790,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,2,1,4
F2136,U016,P001,2024-08-06 16:31:48.288790,2024-08-09 16:31:48.288790,"It's close to my workplace, which is very convenient.","The location is not ideal, too far from the city center.",5,2,3
F5278,U012,P012,2024-08-03 16:31:48.288790,2024-08-08 16:31:48.288790,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,3,4,4
F2344,U008,P005,2024-08-09 16:31:48.288790,2024-08-12 16:31:48.288790,"It's close to my workplace, which is very convenient.",The backyard is too small.,3,1,1
F3751,U015,P018,2024-08-07 16:31:48.288790,2024-08-11 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The backyard is too small.,5,1,5
F3873,U004,P001,2024-07-23 16:31:48.288790,2024-07-29 16:31:48.288790,The house has a lot of potential for renovation and investment.,The area is too noisy.,1,5,1
F8947,U007,P015,2024-07-26 16:31:48.288790,2024-07-26 16:31:48.288790,"It's close to my workplace, which is very convenient.",The area is too noisy.,4,5,2
F1802,U011,P009,2024-08-07 16:31:48.288790,2024-08-14 16:31:48.288790,The views from the balcony are amazing.,The rooms are smaller than I expected.,4,2,3
F7043,U002,P013,2024-07-29 16:31:48.288790,2024-08-04 16:31:48.288790,The price is very reasonable for the size of the property.,The property requires too many repairs.,3,5,1
F6128,U007,P005,2024-07-23 16:31:48.288790,2024-07-23 16:31:48.288790,The community around the property is very friendly.,It lacks modern features and feels outdated.,1,5,3
F3176,U004,P004,2024-08-12 16:31:48.288790,2024-08-17 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The backyard is too small.,2,4,5
F2153,U005,P017,2024-08-04 16:31:48.288790,2024-08-07 16:31:48.288790,The community around the property is very friendly.,It’s too far from public transport and schools.,1,2,4
F2725,U019,P004,2024-07-26 16:31:48.288790,2024-07-29 16:31:48.288790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,5,4,1
F2581,U008,P010,2024-08-09 16:31:48.288790,2024-08-16 16:31:48.288790,This property feels like a place I could call home.,The neighborhood does not seem safe.,3,1,2
F9062,U012,P010,2024-07-16 16:31:48.288790,2024-07-23 16:31:48.288790,The community around the property is very friendly.,The rooms are smaller than I expected.,2,4,1
F5040,U001,P015,2024-07-23 16:31:48.288790,2024-07-23 16:31:48.288790,The views from the balcony are amazing.,The backyard is too small.,5,5,1
F3552,U008,P010,2024-07-16 16:31:48.288790,2024-07-23 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,I don't like the layout of the property.,5,2,4
F7405,U007,P018,2024-07-31 16:31:48.288790,2024-08-02 16:31:48.288790,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,5,1,5
F8313,U020,P007,2024-08-09 16:31:48.288790,2024-08-15 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,It’s too far from public transport and schools.,1,5,5
F1194,U010,P004,2024-07-18 16:31:48.288790,2024-07-19 16:31:48.288790,The layout of the house is very practical.,The backyard is too small.,3,1,5
F9453,U006,P018,2024-07-16 16:31:48.288790,2024-07-21 16:31:48.288790,The price is very reasonable for the size of the property.,The neighborhood does not seem safe.,4,2,3
F5925,U005,P010,2024-07-15 16:31:48.288790,2024-07-15 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,2,5,5
F9816,U018,P016,2024-08-04 16:31:48.288790,2024-08-11 16:31:48.288790,The community around the property is very friendly.,The rooms are smaller than I expected.,3,5,2
F5172,U017,P010,2024-08-07 16:31:48.288790,2024-08-09 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The backyard is too small.,4,3,2
F4204,U019,P017,2024-07-25 16:31:48.288790,2024-07-26 16:31:48.288790,The views from the balcony are amazing.,I don't like the layout of the property.,1,2,4
F8478,U008,P015,2024-08-09 16:31:48.288790,2024-08-15 16:31:48.288790,This property feels like a place I could call home.,I’m not a fan of the interior design.,3,2,4
F6157,U020,P001,2024-08-06 16:31:48.288790,2024-08-06 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",I’m not a fan of the interior design.,4,5,4
F7060,U005,P012,2024-08-12 16:31:48.288790,2024-08-12 16:31:48.288790,This property feels like a place I could call home.,It’s too far from public transport and schools.,3,1,4
F6117,U018,P017,2024-07-15 16:31:48.288790,2024-07-20 16:31:48.288790,The layout of the house is very practical.,It’s too far from public transport and schools.,1,4,5
F5982,U012,P009,2024-08-03 16:31:48.288790,2024-08-05 16:31:48.288790,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,1,1,5
F8093,U014,P002,2024-08-11 16:31:48.288790,2024-08-18 16:31:48.288790,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,1,1,3
F8511,U019,P013,2024-08-11 16:31:48.288790,2024-08-16 16:31:48.288790,The house has a lot of potential for renovation and investment.,The backyard is too small.,3,4,3
F1444,U009,P018,2024-07-20 16:31:48.288790,2024-07-25 16:31:48.288790,I like the quiet neighborhood and the fact that it has a big backyard.,It’s too far from public transport and schools.,3,4,4
F7635,U018,P012,2024-08-06 16:31:48.288790,2024-08-09 16:31:48.288790,The layout of the house is very practical.,The area is too noisy.,4,4,2
F9341,U001,P015,2024-08-03 16:31:48.288790,2024-08-07 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property is too expensive for my budget.,3,2,5
F5790,U016,P019,2024-07-22 16:31:48.288790,2024-07-29 16:31:48.288790,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,3,4,3
F2082,U015,P003,2024-07-17 16:31:48.288790,2024-07-23 16:31:48.288790,The views from the balcony are amazing.,The backyard is too small.,1,2,5
F2619,U006,P007,2024-07-20 16:31:48.288790,2024-07-21 16:31:48.288790,The layout of the house is very practical.,There are too few parking spaces available.,5,2,5
F2250,U015,P003,2024-07-18 16:31:48.288790,2024-07-21 16:31:48.288790,The layout of the house is very practical.,"The location is not ideal, too far from the city center.",4,3,1
F8528,U007,P012,2024-08-04 16:31:48.288790,2024-08-10 16:31:48.288790,The price is very reasonable for the size of the property.,The neighborhood does not seem safe.,2,1,1
F9508,U007,P002,2024-08-08 16:31:48.288790,2024-08-10 16:31:48.288790,The price is very reasonable for the size of the property.,It lacks modern features and feels outdated.,4,1,5
F2626,U014,P015,2024-07-18 16:31:48.288790,2024-07-23 16:31:48.288790,The price is very reasonable for the size of the property.,The rooms are smaller than I expected.,2,3,1
F2679,U016,P004,2024-08-11 16:31:48.288790,2024-08-12 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",1,4,2
F1198,U008,P004,2024-07-25 16:31:48.288790,2024-07-25 16:31:48.288790,I appreciate the energy-efficient features of this property.,The backyard is too small.,2,3,5
F3867,U001,P017,2024-07-18 16:31:48.288790,2024-07-22 16:31:48.288790,The community around the property is very friendly.,The rooms are smaller than I expected.,3,4,1
F3861,U006,P006,2024-07-30 16:31:48.288790,2024-07-31 16:31:48.288790,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,2,5,2
F1727,U007,P017,2024-07-23 16:31:48.288790,2024-07-26 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,1,1,2
F8426,U007,P005,2024-07-15 16:31:48.288790,2024-07-21 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I don't like the layout of the property.,3,1,2
F2786,U012,P009,2024-08-05 16:31:48.288790,2024-08-08 16:31:48.288790,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,3,2,2
F8612,U013,P020,2024-07-17 16:31:48.288790,2024-07-22 16:31:48.288790,The community around the property is very friendly.,"The location is not ideal, too far from the city center.",2,5,5
F2622,U014,P002,2024-07-16 16:31:48.288790,2024-07-21 16:31:48.288790,"It's close to my workplace, which is very convenient.",The backyard is too small.,4,3,4
F6910,U002,P009,2024-07-15 16:31:48.288790,2024-07-21 16:31:48.288790,The layout of the house is very practical.,I don't like the layout of the property.,3,1,3
F6970,U014,P012,2024-07-20 16:31:48.288790,2024-07-25 16:31:48.288790,"The property is in a great location, close to public transport and schools.",The backyard is too small.,1,2,5
F7589,U015,P011,2024-08-07 16:31:48.288790,2024-08-11 16:31:48.288790,The community around the property is very friendly.,It’s too far from public transport and schools.,5,2,3
F3478,U019,P006,2024-08-05 16:31:48.288790,2024-08-09 16:31:48.288790,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,2,3,5
F5529,U008,P017,2024-08-10 16:31:48.288790,2024-08-16 16:31:48.288790,The community around the property is very friendly.,It’s too far from public transport and schools.,2,5,4
F1901,U006,P003,2024-08-10 16:31:48.288790,2024-08-11 16:31:48.288790,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",1,3,4
F2435,U007,P013,2024-08-13 16:31:48.288790,2024-08-20 16:31:48.288790,This property feels like a place I could call home.,I don't like the layout of the property.,5,2,1
F4725,U002,P002,2024-08-04 16:31:48.288790,2024-08-07 16:31:48.288790,The views from the balcony are amazing.,There are too few parking spaces available.,1,5,2
F2422,U013,P012,2024-08-04 16:31:48.288790,2024-08-11 16:31:48.288790,"The property is in a great location, close to public transport and schools.",I don't like the layout of the property.,4,2,4
F8844,U009,P012,2024-07-25 16:31:48.288790,2024-07-30 16:31:48.288790,This property feels like a place I could call home.,The area is too noisy.,2,5,4
F4176,U008,P004,2024-07-30 16:31:48.288790,2024-08-03 16:31:48.288790,The price is very reasonable for the size of the property.,The property requires too many repairs.,3,2,3
F1171,U013,P018,2024-08-12 16:31:48.288790,2024-08-14 16:31:48.288790,"It has all the amenities I was looking for, including a gym and swimming pool.",The neighborhood does not seem safe.,4,5,4
F7337,U005,P015,2024-08-02 16:31:48.288790,2024-08-03 16:31:48.288790,The community around the property is very friendly.,It lacks modern features and feels outdated.,3,2,2
